GPS_CODE,GPS variables,LOCATION,Country,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",HUN,Hungary,2007,2007,IDX,Index,0,Units,,,93,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",HUN,Hungary,2008,2008,IDX,Index,0,Units,,,92,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",HUN,Hungary,2009,2009,IDX,Index,0,Units,,,81,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",HUN,Hungary,2010,2010,IDX,Index,0,Units,,,78,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",HUN,Hungary,2011,2011,IDX,Index,0,Units,,,75,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",HUN,Hungary,2012,2012,IDX,Index,0,Units,,,71,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2000,2000,IDX,Index,0,Units,,,89,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2006,2006,IDX,Index,0,Units,,,105,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2007,2007,IDX,Index,0,Units,,,99,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2008,2008,IDX,Index,0,Units,,,104,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2009,2009,IDX,Index,0,Units,,,112,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2010,2010,IDX,Index,0,Units,,,103,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2011,2011,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ISL,Iceland,2012,2012,IDX,Index,0,Units,,,96,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2000,2000,IDX,Index,0,Units,,,87,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2006,2006,IDX,Index,0,Units,,,104,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2007,2007,IDX,Index,0,Units,,,107,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2008,2008,IDX,Index,0,Units,,,107,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2009,2009,IDX,Index,0,Units,,,115,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2010,2010,IDX,Index,0,Units,,,115,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2011,2011,IDX,Index,0,Units,,,113,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",IRL,Ireland,2012,2012,IDX,Index,0,Units,,,112,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2000,2000,IDX,Index,0,Units,,,95,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2006,2006,IDX,Index,0,Units,,,99,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2007,2007,IDX,Index,0,Units,,,97,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2008,2008,IDX,Index,0,Units,,,97,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2009,2009,IDX,Index,0,Units,,,99,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2010,2010,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2011,2011,IDX,Index,0,Units,,,98,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ITA,Italy,2012,2012,IDX,Index,0,Units,,,96,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2000,2000,IDX,Index,0,Units,,,101,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2006,2006,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2007,2007,IDX,Index,0,Units,,,96,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2008,2008,IDX,Index,0,Units,,,93,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2009,2009,IDX,Index,0,Units,,,94,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2010,2010,IDX,Index,0,Units,,,93,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2011,2011,IDX,Index,0,Units,,,93,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",JPN,Japan,2012,2012,IDX,Index,0,Units,,,93,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2000,2000,IDX,Index,0,Units,,,80,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2006,2006,IDX,Index,0,Units,,,101,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2007,2007,IDX,Index,0,Units,,,101,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2008,2008,IDX,Index,0,Units,,,99,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2009,2009,IDX,Index,0,Units,,,95,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2010,2010,IDX,Index,0,Units,,,93,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2011,2011,IDX,Index,0,Units,,,95,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",KOR,Korea,2012,2012,IDX,Index,0,Units,,,96,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2006,2006,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2007,2007,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2008,2008,IDX,Index,0,Units,,,107,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2009,2009,IDX,Index,0,Units,,,113,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2010,2010,IDX,Index,0,Units,,,110,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2011,2011,IDX,Index,0,Units,,,108,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",LUX,Luxembourg,2012,2012,IDX,Index,0,Units,,,110,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2000,2000,IDX,Index,0,Units,,,95,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2006,2006,IDX,Index,0,Units,,,102,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2007,2007,IDX,Index,0,Units,,,103,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2008,2008,IDX,Index,0,Units,,,104,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2009,2009,IDX,Index,0,Units,,,103,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2010,2010,IDX,Index,0,Units,,,104,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2011,2011,IDX,Index,0,Units,,,107,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",MEX,Mexico,2012,2012,IDX,Index,0,Units,,,109,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NLD,Netherlands,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2000,2000,IDX,Index,0,Units,,,97,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2006,2006,IDX,Index,0,Units,,,101,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2007,2007,IDX,Index,0,Units,,,101,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2008,2008,IDX,Index,0,Units,,,103,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2009,2009,IDX,Index,0,Units,,,103,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2010,2010,IDX,Index,0,Units,,,108,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2011,2011,IDX,Index,0,Units,,,107,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NZL,New Zealand,2012,2012,IDX,Index,0,Units,,,109,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2006,2006,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2007,2007,IDX,Index,0,Units,,,101,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2008,2008,IDX,Index,0,Units,,,103,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2009,2009,IDX,Index,0,Units,,,103,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2010,2010,IDX,Index,0,Units,,,104,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2011,2011,IDX,Index,0,Units,,,108,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",NOR,Norway,2012,2012,IDX,Index,0,Units,,,109,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2008,2008,IDX,Index,0,Units,,,107,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2009,2009,IDX,Index,0,Units,,,110,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2010,2010,IDX,Index,0,Units,,,115,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2011,2011,IDX,Index,0,Units,,,118,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",POL,Poland,2012,2012,IDX,Index,0,Units,,,121,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2000,2000,IDX,Index,0,Units,,,87,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2006,2006,IDX,Index,0,Units,,,99,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2007,2007,IDX,Index,0,Units,,,98,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2008,2008,IDX,Index,0,Units,,,97,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2009,2009,IDX,Index,0,Units,,,108,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2010,2010,IDX,Index,0,Units,,,109,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2011,2011,IDX,Index,0,Units,,,111,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",PRT,Portugal,2012,2012,IDX,Index,0,Units,,,93,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SVK,Slovak Republic,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2000,2000,IDX,Index,0,Units,,,92,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2005,2005,IDX,Index,0,Units,,,100,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2006,2006,IDX,Index,0,Units,,,101,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2007,2007,IDX,Index,0,Units,,,99,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2008,2008,IDX,Index,0,Units,,,101,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2009,2009,IDX,Index,0,Units,,,107,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2010,2010,IDX,Index,0,Units,,,106,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2011,2011,IDX,Index,0,Units,,,99,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",ESP,Spain,2012,2012,IDX,Index,0,Units,,,95,,
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2000,2000,IDX,Index,0,Units,,,92,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2005,2005,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2007,2007,IDX,Index,0,Units,,,103,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2009,2009,IDX,Index,0,Units,,,104,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2011,2011,IDX,Index,0,Units,,,104,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",SWE,Sweden,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2000,2000,IDX,Index,0,Units,,,102,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2005,2005,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2006,2006,IDX,Index,0,Units,,,99,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2007,2007,IDX,Index,0,Units,,,99,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2008,2008,IDX,Index,0,Units,,,98,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2009,2009,IDX,Index,0,Units,,,101,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2010,2010,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2011,2011,IDX,Index,0,Units,,,101,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",CHE,Switzerland,2012,2012,IDX,Index,0,Units,,,101,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",TUR,Turkey,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",GBR,United Kingdom,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",USA,United States,2000,2000,IDX,Index,0,Units,,,95,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",USA,United States,2005,2005,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",USA,United States,2006,2006,IDX,Index,0,Units,,,101,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",USA,United States,2007,2007,IDX,Index,0,Units,,,101,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",USA,United States,2008,2008,IDX,Index,0,Units,,,98,f,This value has a note in the original table
D029,"Change in statutory teachers' salaries, 15 years of experience, minimum training, lower secondary education (2005=100)",USA,United States,2009,2009,IDX,Index,0,Units,,,98,f,This value has a note in the original table
